GCA_934882705.1,GCA_934882705.1.fna.gz
GCA_000241915.1,GCA_000241915.1.fna.gz
GCA_918277415.1,GCA_918277415.1.fna.gz
GCA_016603265.1,GCA_016603265.1.fna.gz
GCA_000156415.1,GCA_000156415.1.fna.gz
GCA_900156215.1,GCA_900156215.1.fna.gz
GCA_902170535.1,GCA_902170535.1.fna.gz
GCA_020881975.1,GCA_020881975.1.fna.gz
GCA_014068615.1,GCA_014068615.1.fna.gz
GCA_014141915.1,GCA_014141915.1.fna.gz
GCA_905400335.1,GCA_905400335.1.fna.gz
GCA_000755825.1,GCA_000755825.1.fna.gz
GCA_000283715.1,GCA_000283715.1.fna.gz
GCA_000479225.1,GCA_000479225.1.fna.gz
GCA_000941035.1,GCA_000941035.1.fna.gz
GCA_901472485.1,GCA_901472485.1.fna.gz
GCA_020139235.1,GCA_020139235.1.fna.gz
GCA_021654895.1,GCA_021654895.1.fna.gz
GCA_000834825.1,GCA_000834825.1.fna.gz
GCA_000013825.1,GCA_000013825.1.fna.gz
GCA_021654875.1,GCA_021654875.1.fna.gz
GCA_020138795.1,GCA_020138795.1.fna.gz
GCA_000390085.1,GCA_000390085.1.fna.gz
GCA_902385845.1,GCA_902385845.1.fna.gz
GCA_900478735.1,GCA_900478735.1.fna.gz
GCA_900155855.1,GCA_900155855.1.fna.gz
GCA_022221205.1,GCA_022221205.1.fna.gz
GCA_000479185.1,GCA_000479185.1.fna.gz
GCA_010231485.1,GCA_010231485.1.fna.gz
GCA_900460515.1,GCA_900460515.1.fna.gz
GCA_020297435.1,GCA_020297435.1.fna.gz
GCA_000092525.1,GCA_000092525.1.fna.gz
GCA_905400495.1,GCA_905400495.1.fna.gz
GCA_014142025.1,GCA_014142025.1.fna.gz
GCA_000222835.1,GCA_000222835.1.fna.gz
GCA_902830225.1,GCA_902830225.1.fna.gz
GCA_000706805.1,GCA_000706805.1.fna.gz
GCA_000154265.1,GCA_000154265.1.fna.gz
GCA_016603375.1,GCA_016603375.1.fna.gz
GCA_934883215.1,GCA_934883215.1.fna.gz
GCA_918279245.1,GCA_918279245.1.fna.gz
GCA_015275305.1,GCA_015275305.1.fna.gz
GCA_900118705.1,GCA_900118705.1.fna.gz
GCA_000240015.1,GCA_000240015.1.fna.gz
GCA_000714655.1,GCA_000714655.1.fna.gz
GCA_000784905.1,GCA_000784905.1.fna.gz
GCA_015276585.1,GCA_015276585.1.fna.gz
GCA_900490735.1,GCA_900490735.1.fna.gz
GCA_000517805.1,GCA_000517805.1.fna.gz
GCA_016761815.1,GCA_016761815.1.fna.gz
GCA_016889345.1,GCA_016889345.1.fna.gz
GCA_014227485.1,GCA_014227485.1.fna.gz
GCA_901873375.1,GCA_901873375.1.fna.gz
GCA_901543435.1,GCA_901543435.1.fna.gz
GCA_938030805.1,GCA_938030805.1.fna.gz
GCA_000246355.2,GCA_000246355.2.fna.gz
GCA_023708905.1,GCA_023708905.1.fna.gz
GCA_021347605.1,GCA_021347605.1.fna.gz
GCA_019669025.1,GCA_019669025.1.fna.gz
GCA_020275685.1,GCA_020275685.1.fna.gz
GCA_934825555.1,GCA_934825555.1.fna.gz
GCA_000306355.2,GCA_000306355.2.fna.gz
GCA_915066765.1,GCA_915066765.1.fna.gz
GCA_014138175.1,GCA_014138175.1.fna.gz
GCA_016598815.1,GCA_016598815.1.fna.gz
GCA_000830135.1,GCA_000830135.1.fna.gz
GCA_000183865.1,GCA_000183865.1.fna.gz
GCA_023714785.1,GCA_023714785.1.fna.gz
GCA_000517745.1,GCA_000517745.1.fna.gz
GCA_903812635.1,GCA_903812635.1.fna.gz
GCA_013836325.1,GCA_013836325.1.fna.gz
GCA_900626305.1,GCA_900626305.1.fna.gz
GCA_022759545.1,GCA_022759545.1.fna.gz
GCA_023714515.1,GCA_023714515.1.fna.gz
GCA_902387045.1,GCA_902387045.1.fna.gz
GCA_015274885.1,GCA_015274885.1.fna.gz
GCA_015276775.1,GCA_015276775.1.fna.gz
GCA_900118855.1,GCA_900118855.1.fna.gz
GCA_016882005.1,GCA_016882005.1.fna.gz
GCA_918271665.1,GCA_918271665.1.fna.gz
GCA_934842545.1,GCA_934842545.1.fna.gz
GCA_016603585.1,GCA_016603585.1.fna.gz
GCA_000154185.1,GCA_000154185.1.fna.gz
GCA_020641365.2,GCA_020641365.2.fna.gz
GCA_000010705.1,GCA_000010705.1.fna.gz
GCA_902829945.1,GCA_902829945.1.fna.gz
GCA_014142365.1,GCA_014142365.1.fna.gz
GCA_905400485.1,GCA_905400485.1.fna.gz
GCA_900636955.1,GCA_900636955.1.fna.gz
GCA_020297585.1,GCA_020297585.1.fna.gz
GCA_022494095.1,GCA_022494095.1.fna.gz
GCA_000479205.1,GCA_000479205.1.fna.gz
GCA_018604245.1,GCA_018604245.1.fna.gz
GCA_000834925.1,GCA_000834925.1.fna.gz
GCA_000006645.1,GCA_000006645.1.fna.gz
GCA_022870005.1,GCA_022870005.1.fna.gz
GCA_900635795.1,GCA_900635795.1.fna.gz
GCA_900120205.1,GCA_900120205.1.fna.gz
GCA_000479265.1,GCA_000479265.1.fna.gz
GCA_022494155.1,GCA_022494155.1.fna.gz
GCA_905400225.1,GCA_905400225.1.fna.gz
GCA_000011405.1,GCA_000011405.1.fna.gz
GCA_014142625.1,GCA_014142625.1.fna.gz
GCA_902829985.1,GCA_902829985.1.fna.gz
GCA_000317855.1,GCA_000317855.1.fna.gz
GCA_016604535.1,GCA_016604535.1.fna.gz
GCA_016603595.1,GCA_016603595.1.fna.gz
GCA_019913805.1,GCA_019913805.1.fna.gz
GCA_905196785.1,GCA_905196785.1.fna.gz
GCA_900118915.1,GCA_900118915.1.fna.gz
GCA_019974075.1,GCA_019974075.1.fna.gz
GCA_902833265.1,GCA_902833265.1.fna.gz
GCA_014227335.1,GCA_014227335.1.fna.gz
GCA_015275035.1,GCA_015275035.1.fna.gz
GCA_014265415.1,GCA_014265415.1.fna.gz
GCA_902387065.1,GCA_902387065.1.fna.gz
GCA_900490725.1,GCA_900490725.1.fna.gz
GCA_013893835.1,GCA_013893835.1.fna.gz
GCA_000527255.1,GCA_000527255.1.fna.gz
GCA_014265085.1,GCA_014265085.1.fna.gz
GCA_901873405.1,GCA_901873405.1.fna.gz
GCA_019264765.1,GCA_019264765.1.fna.gz
GCA_905112975.1,GCA_905112975.1.fna.gz
GCA_015137995.1,GCA_015137995.1.fna.gz
GCA_016728865.1,GCA_016728865.1.fna.gz
GCA_014138195.1,GCA_014138195.1.fna.gz
GCA_927910805.1,GCA_927910805.1.fna.gz
GCA_012516415.1,GCA_012516415.1.fna.gz
GCA_000383495.1,GCA_000383495.1.fna.gz
GCA_934838985.1,GCA_934838985.1.fna.gz
GCA_021441105.1,GCA_021441105.1.fna.gz
GCA_934841395.1,GCA_934841395.1.fna.gz
GCA_000686465.1,GCA_000686465.1.fna.gz
GCA_014162015.1,GCA_014162015.1.fna.gz
GCA_916438405.1,GCA_916438405.1.fna.gz
GCA_905125235.1,GCA_905125235.1.fna.gz
GCA_000836015.1,GCA_000836015.1.fna.gz
GCA_000831735.1,GCA_000831735.1.fna.gz
GCA_000612245.1,GCA_000612245.1.fna.gz
GCA_014266525.1,GCA_014266525.1.fna.gz
GCA_000527335.1,GCA_000527335.1.fna.gz
GCA_011754545.1,GCA_011754545.1.fna.gz
GCA_013591455.1,GCA_013591455.1.fna.gz
GCA_900490855.1,GCA_900490855.1.fna.gz
GCA_000524095.1,GCA_000524095.1.fna.gz
GCA_902500485.1,GCA_902500485.1.fna.gz
GCA_014266715.1,GCA_014266715.1.fna.gz
GCA_018440875.1,GCA_018440875.1.fna.gz
GCA_014224125.1,GCA_014224125.1.fna.gz
GCA_017808555.1,GCA_017808555.1.fna.gz
GCA_902833475.1,GCA_902833475.1.fna.gz
GCA_019344315.1,GCA_019344315.1.fna.gz
GCA_900118895.1,GCA_900118895.1.fna.gz
GCA_020735885.1,GCA_020735885.1.fna.gz
GCA_021123865.1,GCA_021123865.1.fna.gz
GCA_016603645.1,GCA_016603645.1.fna.gz
GCA_900087645.2,GCA_900087645.2.fna.gz
GCA_000307185.1,GCA_000307185.1.fna.gz
GCA_902829925.1,GCA_902829925.1.fna.gz
GCA_000165595.2,GCA_000165595.2.fna.gz
GCA_014142735.1,GCA_014142735.1.fna.gz
GCA_000014605.1,GCA_000014605.1.fna.gz
GCA_905400195.1,GCA_905400195.1.fna.gz
GCA_020297425.1,GCA_020297425.1.fna.gz
GCA_011754395.1,GCA_011754395.1.fna.gz
GCA_900120315.1,GCA_900120315.1.fna.gz
GCA_021654975.1,GCA_021654975.1.fna.gz
GCA_000834755.1,GCA_000834755.1.fna.gz
GCA_016774575.1,GCA_016774575.1.fna.gz
GCA_021183845.1,GCA_021183845.1.fna.gz
GCA_013389395.1,GCA_013389395.1.fna.gz
GCA_022354225.1,GCA_022354225.1.fna.gz
GCA_905400235.1,GCA_905400235.1.fna.gz
GCA_939558745.1,GCA_939558745.1.fna.gz
GCA_000168775.2,GCA_000168775.2.fna.gz
GCA_019641695.1,GCA_019641695.1.fna.gz
GCA_014202295.1,GCA_014202295.1.fna.gz
GCA_907163095.1,GCA_907163095.1.fna.gz
GCA_902829725.1,GCA_902829725.1.fna.gz
GCA_016766775.1,GCA_016766775.1.fna.gz
GCA_020080085.1,GCA_020080085.1.fna.gz
GCA_016603765.1,GCA_016603765.1.fna.gz
GCA_934882315.1,GCA_934882315.1.fna.gz
GCA_902374415.1,GCA_902374415.1.fna.gz
GCA_900118945.1,GCA_900118945.1.fna.gz
GCA_021496115.1,GCA_021496115.1.fna.gz
GCA_013186325.1,GCA_013186325.1.fna.gz
GCA_014227395.1,GCA_014227395.1.fna.gz
GCA_015275075.1,GCA_015275075.1.fna.gz
GCA_014265765.1,GCA_014265765.1.fna.gz
GCA_023920125.1,GCA_023920125.1.fna.gz
GCA_016587675.1,GCA_016587675.1.fna.gz
GCA_900490835.1,GCA_900490835.1.fna.gz
GCA_020883415.1,GCA_020883415.1.fna.gz
GCA_900478095.1,GCA_900478095.1.fna.gz
GCA_014264985.1,GCA_014264985.1.fna.gz
GCA_000686505.1,GCA_000686505.1.fna.gz
GCA_000426065.1,GCA_000426065.1.fna.gz
GCA_934842055.1,GCA_934842055.1.fna.gz
GCA_013635755.1,GCA_013635755.1.fna.gz
GCA_934873325.1,GCA_934873325.1.fna.gz
GCA_000825165.1,GCA_000825165.1.fna.gz
GCA_945867715.1,GCA_945867715.1.fna.gz
GCA_902830755.1,GCA_902830755.1.fna.gz
GCA_000297375.1,GCA_000297375.1.fna.gz
GCA_019711275.1,GCA_019711275.1.fna.gz
GCA_013790265.1,GCA_013790265.1.fna.gz
GCA_014264995.1,GCA_014264995.1.fna.gz
GCA_945270975.1,GCA_945270975.1.fna.gz
GCA_013894595.1,GCA_013894595.1.fna.gz
GCA_900490765.1,GCA_900490765.1.fna.gz
GCA_937966025.1,GCA_937966025.1.fna.gz
GCA_905175415.2,GCA_905175415.2.fna.gz
GCA_014266995.1,GCA_014266995.1.fna.gz
GCA_015277065.1,GCA_015277065.1.fna.gz
GCA_016599135.1,GCA_016599135.1.fna.gz
GCA_015276305.1,GCA_015276305.1.fna.gz
GCA_900118665.1,GCA_900118665.1.fna.gz
GCA_015275335.1,GCA_015275335.1.fna.gz
GCA_900187345.1,GCA_900187345.1.fna.gz
GCA_000312945.1,GCA_000312945.1.fna.gz
GCA_934883255.1,GCA_934883255.1.fna.gz
GCA_016603465.1,GCA_016603465.1.fna.gz
GCA_019273775.1,GCA_019273775.1.fna.gz
GCA_902830055.1,GCA_902830055.1.fna.gz
GCA_000170935.2,GCA_000170935.2.fna.gz
GCA_019642515.1,GCA_019642515.1.fna.gz
GCA_000978785.2,GCA_000978785.2.fna.gz
GCA_905400455.1,GCA_905400455.1.fna.gz
GCA_900457155.1,GCA_900457155.1.fna.gz
GCA_014525285.1,GCA_014525285.1.fna.gz
GCA_000832465.1,GCA_000832465.1.fna.gz
GCA_000174035.1,GCA_000174035.1.fna.gz
GCA_000013805.1,GCA_000013805.1.fna.gz
GCA_000834985.1,GCA_000834985.1.fna.gz
GCA_020138715.1,GCA_020138715.1.fna.gz
GCA_021655355.1,GCA_021655355.1.fna.gz
GCA_900120135.1,GCA_900120135.1.fna.gz
GCA_900457235.1,GCA_900457235.1.fna.gz
GCA_905400365.1,GCA_905400365.1.fna.gz
GCA_000248415.2,GCA_000248415.2.fna.gz
GCA_019642675.1,GCA_019642675.1.fna.gz
GCA_000251205.1,GCA_000251205.1.fna.gz
GCA_902829775.1,GCA_902829775.1.fna.gz
GCA_900087795.2,GCA_900087795.2.fna.gz
GCA_019265305.1,GCA_019265305.1.fna.gz
GCA_900639605.1,GCA_900639605.1.fna.gz
GCA_021117215.1,GCA_021117215.1.fna.gz
GCA_016603485.1,GCA_016603485.1.fna.gz
GCA_901543455.1,GCA_901543455.1.fna.gz
GCA_934882485.1,GCA_934882485.1.fna.gz
GCA_000313085.1,GCA_000313085.1.fna.gz
GCA_015277315.1,GCA_015277315.1.fna.gz
GCA_900118555.1,GCA_900118555.1.fna.gz
GCA_902833615.1,GCA_902833615.1.fna.gz
GCA_000235765.3,GCA_000235765.3.fna.gz
GCA_015275455.1,GCA_015275455.1.fna.gz
GCA_016599155.1,GCA_016599155.1.fna.gz
GCA_015277455.1,GCA_015277455.1.fna.gz
GCA_014265555.1,GCA_014265555.1.fna.gz
GCA_905175395.2,GCA_905175395.2.fna.gz
GCA_900490865.1,GCA_900490865.1.fna.gz
GCA_013834165.1,GCA_013834165.1.fna.gz
GCA_014265025.1,GCA_014265025.1.fna.gz
GCA_012839885.1,GCA_012839885.1.fna.gz
GCA_016822055.1,GCA_016822055.1.fna.gz
GCA_905372795.1,GCA_905372795.1.fna.gz
GCA_019711295.1,GCA_019711295.1.fna.gz
GCA_000724975.1,GCA_000724975.1.fna.gz
GCA_000350705.1,GCA_000350705.1.fna.gz
GCA_014202335.1,GCA_014202335.1.fna.gz
GCA_934841925.1,GCA_934841925.1.fna.gz
GCA_013927185.1,GCA_013927185.1.fna.gz
GCA_000953555.1,GCA_000953555.1.fna.gz
GCA_000463665.1,GCA_000463665.1.fna.gz
GCA_902832885.1,GCA_902832885.1.fna.gz
GCA_900454265.1,GCA_900454265.1.fna.gz
GCA_000283495.2,GCA_000283495.2.fna.gz
GCA_900455615.1,GCA_900455615.1.fna.gz
GCA_905373845.1,GCA_905373845.1.fna.gz
GCA_905373525.1,GCA_905373525.1.fna.gz
GCA_022049045.1,GCA_022049045.1.fna.gz
GCA_902825235.1,GCA_902825235.1.fna.gz
GCA_000278315.1,GCA_000278315.1.fna.gz
GCA_938041675.1,GCA_938041675.1.fna.gz
GCA_900635935.1,GCA_900635935.1.fna.gz
GCA_937917055.1,GCA_937917055.1.fna.gz
GCA_000243275.1,GCA_000243275.1.fna.gz
GCA_936919755.1,GCA_936919755.1.fna.gz
GCA_905371885.1,GCA_905371885.1.fna.gz
GCA_000425045.1,GCA_000425045.1.fna.gz
GCA_019243335.1,GCA_019243335.1.fna.gz
GCA_936941285.1,GCA_936941285.1.fna.gz
GCA_019272915.1,GCA_019272915.1.fna.gz
GCA_000328845.1,GCA_000328845.1.fna.gz
GCA_000224255.2,GCA_000224255.2.fna.gz
GCA_000270165.1,GCA_000270165.1.fna.gz
GCA_016127035.1,GCA_016127035.1.fna.gz
GCA_021654375.1,GCA_021654375.1.fna.gz
GCA_900450805.1,GCA_900450805.1.fna.gz
GCA_014191555.1,GCA_014191555.1.fna.gz
GCA_916050375.1,GCA_916050375.1.fna.gz
GCA_900450755.1,GCA_900450755.1.fna.gz
GCA_020097195.1,GCA_020097195.1.fna.gz
GCA_905373095.1,GCA_905373095.1.fna.gz
GCA_937921785.1,GCA_937921785.1.fna.gz
GCA_943914235.1,GCA_943914235.1.fna.gz
GCA_900454195.1,GCA_900454195.1.fna.gz
GCA_014228095.1,GCA_014228095.1.fna.gz
GCA_016127875.1,GCA_016127875.1.fna.gz
GCA_000614005.1,GCA_000614005.1.fna.gz
GCA_019787645.1,GCA_019787645.1.fna.gz
GCA_900520355.1,GCA_900520355.1.fna.gz
GCA_000176075.1,GCA_000176075.1.fna.gz
GCA_900445275.1,GCA_900445275.1.fna.gz
GCA_904425455.1,GCA_904425455.1.fna.gz
GCA_013408445.1,GCA_013408445.1.fna.gz
GCA_016026415.1,GCA_016026415.1.fna.gz
GCA_900447555.1,GCA_900447555.1.fna.gz
GCA_019047885.1,GCA_019047885.1.fna.gz
GCA_000178335.1,GCA_000178335.1.fna.gz
GCA_905372655.1,GCA_905372655.1.fna.gz
GCA_938041855.1,GCA_938041855.1.fna.gz
GCA_916438635.1,GCA_916438635.1.fna.gz
GCA_937921215.1,GCA_937921215.1.fna.gz
GCA_900107075.1,GCA_900107075.1.fna.gz
GCA_021183865.1,GCA_021183865.1.fna.gz
GCA_000021025.1,GCA_000021025.1.fna.gz
GCA_016127095.1,GCA_016127095.1.fna.gz
GCA_016755935.1,GCA_016755935.1.fna.gz
GCA_000525895.1,GCA_000525895.1.fna.gz
GCA_900536895.1,GCA_900536895.1.fna.gz
GCA_020736065.1,GCA_020736065.1.fna.gz
GCA_000017465.2,GCA_000017465.2.fna.gz
GCA_023206395.1,GCA_023206395.1.fna.gz
GCA_000183945.1,GCA_000183945.1.fna.gz
GCA_900637745.1,GCA_900637745.1.fna.gz
GCA_015277295.1,GCA_015277295.1.fna.gz
GCA_000025565.1,GCA_000025565.1.fna.gz
GCA_018884105.1,GCA_018884105.1.fna.gz
GCA_013372245.1,GCA_013372245.1.fna.gz
GCA_017298735.1,GCA_017298735.1.fna.gz
GCA_019930925.1,GCA_019930925.1.fna.gz
GCA_000967115.1,GCA_000967115.1.fna.gz
GCA_000253175.1,GCA_000253175.1.fna.gz
GCA_020736085.1,GCA_020736085.1.fna.gz
GCA_022370395.1,GCA_022370395.1.fna.gz
GCA_020735965.1,GCA_020735965.1.fna.gz
GCA_000833215.1,GCA_000833215.1.fna.gz
GCA_900450815.1,GCA_900450815.1.fna.gz
GCA_016458785.1,GCA_016458785.1.fna.gz
GCA_000755985.1,GCA_000755985.1.fna.gz
GCA_900327265.1,GCA_900327265.1.fna.gz
GCA_000017445.3,GCA_000017445.3.fna.gz
GCA_020341455.1,GCA_020341455.1.fna.gz
GCA_000740315.1,GCA_000740315.1.fna.gz
GCA_016127535.1,GCA_016127535.1.fna.gz
GCA_000292505.1,GCA_000292505.1.fna.gz
GCA_022870105.1,GCA_022870105.1.fna.gz
GCA_000025985.1,GCA_000025985.1.fna.gz
GCA_022870045.1,GCA_022870045.1.fna.gz
GCA_023824055.1,GCA_023824055.1.fna.gz
GCA_000359325.1,GCA_000359325.1.fna.gz
GCA_000438685.2,GCA_000438685.2.fna.gz
GCA_021655335.1,GCA_021655335.1.fna.gz
GCA_000834335.1,GCA_000834335.1.fna.gz
GCA_014334155.1,GCA_014334155.1.fna.gz
GCA_900086615.2,GCA_900086615.2.fna.gz
GCA_000376505.2,GCA_000376505.2.fna.gz
GCA_000832965.1,GCA_000832965.1.fna.gz
GCA_022353885.1,GCA_022353885.1.fna.gz
GCA_000981825.1,GCA_000981825.1.fna.gz
GCA_000008485.1,GCA_000008485.1.fna.gz
GCA_000292445.1,GCA_000292445.1.fna.gz
GCA_021535065.1,GCA_021535065.1.fna.gz
GCA_000740295.1,GCA_000740295.1.fna.gz
GCA_013423845.1,GCA_013423845.1.fna.gz
GCA_900455835.1,GCA_900455835.1.fna.gz
GCA_020041945.1,GCA_020041945.1.fna.gz
GCA_900327255.1,GCA_900327255.1.fna.gz
GCA_000277265.1,GCA_000277265.1.fna.gz
GCA_020843985.1,GCA_020843985.1.fna.gz
GCA_900475725.1,GCA_900475725.1.fna.gz
GCA_016126935.1,GCA_016126935.1.fna.gz
GCA_000833195.1,GCA_000833195.1.fna.gz
GCA_000439755.1,GCA_000439755.1.fna.gz
GCA_000952935.1,GCA_000952935.1.fna.gz
GCA_000046685.1,GCA_000046685.1.fna.gz
GCA_000046705.1,GCA_000046705.1.fna.gz
GCA_017301275.1,GCA_017301275.1.fna.gz
GCA_900156775.1,GCA_900156775.1.fna.gz
GCA_000740455.1,GCA_000740455.1.fna.gz
GCA_018140965.1,GCA_018140965.1.fna.gz
GCA_000252975.1,GCA_000252975.1.fna.gz
GCA_015276045.1,GCA_015276045.1.fna.gz
GCA_016881715.1,GCA_016881715.1.fna.gz
GCA_016889205.1,GCA_016889205.1.fna.gz
GCA_000010185.1,GCA_000010185.1.fna.gz
GCA_945865485.1,GCA_945865485.1.fna.gz
GCA_902373705.1,GCA_902373705.1.fna.gz
GCA_016756215.1,GCA_016756215.1.fna.gz
GCA_020341475.1,GCA_020341475.1.fna.gz
GCA_013812875.1,GCA_013812875.1.fna.gz
GCA_000463355.1,GCA_000463355.1.fna.gz
GCA_900115425.1,GCA_900115425.1.fna.gz
GCA_000022985.1,GCA_000022985.1.fna.gz
GCA_905373775.1,GCA_905373775.1.fna.gz
GCA_905372125.1,GCA_905372125.1.fna.gz
GCA_900455895.1,GCA_900455895.1.fna.gz
GCA_013702185.1,GCA_013702185.1.fna.gz
GCA_905373575.1,GCA_905373575.1.fna.gz
GCA_016728745.1,GCA_016728745.1.fna.gz
GCA_021341685.1,GCA_021341685.1.fna.gz
GCA_013137955.1,GCA_013137955.1.fna.gz
GCA_000242995.2,GCA_000242995.2.fna.gz
GCA_016028255.1,GCA_016028255.1.fna.gz
GCA_916438575.1,GCA_916438575.1.fna.gz
GCA_016939475.1,GCA_016939475.1.fna.gz
GCA_017909015.1,GCA_017909015.1.fna.gz
GCA_015276935.1,GCA_015276935.1.fna.gz
GCA_900454985.1,GCA_900454985.1.fna.gz
GCA_902374435.1,GCA_902374435.1.fna.gz
GCA_900638645.1,GCA_900638645.1.fna.gz
GCA_900459415.1,GCA_900459415.1.fna.gz
GCA_020736165.1,GCA_020736165.1.fna.gz
GCA_943914635.1,GCA_943914635.1.fna.gz
GCA_938045605.1,GCA_938045605.1.fna.gz
GCA_937958335.1,GCA_937958335.1.fna.gz
GCA_000183325.2,GCA_000183325.2.fna.gz
GCA_020731255.1,GCA_020731255.1.fna.gz
GCA_012396345.1,GCA_012396345.1.fna.gz
GCA_000216455.2,GCA_000216455.2.fna.gz
GCA_902364785.1,GCA_902364785.1.fna.gz
GCA_000328805.1,GCA_000328805.1.fna.gz
GCA_017308545.1,GCA_017308545.1.fna.gz
GCA_019243695.1,GCA_019243695.1.fna.gz
GCA_937884125.1,GCA_937884125.1.fna.gz
GCA_900453725.1,GCA_900453725.1.fna.gz
GCA_900639785.1,GCA_900639785.1.fna.gz
GCA_901543605.1,GCA_901543605.1.fna.gz
GCA_905365355.1,GCA_905365355.1.fna.gz
GCA_000278235.1,GCA_000278235.1.fna.gz
GCA_943913435.1,GCA_943913435.1.fna.gz
GCA_000284035.1,GCA_000284035.1.fna.gz
GCA_900113775.1,GCA_900113775.1.fna.gz
GCA_000308475.2,GCA_000308475.2.fna.gz
GCA_905373585.1,GCA_905373585.1.fna.gz
GCA_900460885.1,GCA_900460885.1.fna.gz
GCA_943914275.1,GCA_943914275.1.fna.gz
GCA_905372325.1,GCA_905372325.1.fna.gz
GCA_012524015.1,GCA_012524015.1.fna.gz
GCA_021183585.1,GCA_021183585.1.fna.gz
GCA_902385405.1,GCA_902385405.1.fna.gz
GCA_000467105.1,GCA_000467105.1.fna.gz
GCA_021538705.1,GCA_021538705.1.fna.gz
GCA_938018025.1,GCA_938018025.1.fna.gz
GCA_902499335.1,GCA_902499335.1.fna.gz
GCA_000750225.1,GCA_000750225.1.fna.gz
GCA_016756015.1,GCA_016756015.1.fna.gz
GCA_016755975.1,GCA_016755975.1.fna.gz
GCA_000750275.1,GCA_000750275.1.fna.gz
GCA_902500455.1,GCA_902500455.1.fna.gz
GCA_000604065.3,GCA_000604065.3.fna.gz
GCA_900186895.1,GCA_900186895.1.fna.gz
GCA_018798985.1,GCA_018798985.1.fna.gz
GCA_000931695.1,GCA_000931695.1.fna.gz
GCA_900163615.1,GCA_900163615.1.fna.gz
GCA_900461005.1,GCA_900461005.1.fna.gz
GCA_014490745.1,GCA_014490745.1.fna.gz
GCA_905197415.1,GCA_905197415.1.fna.gz
GCA_937926735.1,GCA_937926735.1.fna.gz
GCA_905371295.1,GCA_905371295.1.fna.gz
GCA_000827735.1,GCA_000827735.1.fna.gz
GCA_900450875.1,GCA_900450875.1.fna.gz
GCA_023920705.1,GCA_023920705.1.fna.gz
GCA_943912955.1,GCA_943912955.1.fna.gz
GCA_000374605.1,GCA_000374605.1.fna.gz
GCA_900142305.1,GCA_900142305.1.fna.gz
GCA_013186065.1,GCA_013186065.1.fna.gz
GCA_902825225.1,GCA_902825225.1.fna.gz
GCA_000278175.1,GCA_000278175.1.fna.gz
GCA_000441535.1,GCA_000441535.1.fna.gz
GCA_943908375.1,GCA_943908375.1.fna.gz
GCA_019243485.1,GCA_019243485.1.fna.gz
GCA_918429295.1,GCA_918429295.1.fna.gz
GCA_013727635.1,GCA_013727635.1.fna.gz
GCA_902825375.1,GCA_902825375.1.fna.gz
GCA_015508545.2,GCA_015508545.2.fna.gz
GCA_902399785.1,GCA_902399785.1.fna.gz
GCA_900104395.1,GCA_900104395.1.fna.gz
GCA_000027185.1,GCA_000027185.1.fna.gz
GCA_902364825.1,GCA_902364825.1.fna.gz
GCA_017363645.1,GCA_017363645.1.fna.gz
GCA_016889885.1,GCA_016889885.1.fna.gz
GCA_014168695.1,GCA_014168695.1.fna.gz
GCA_019048525.1,GCA_019048525.1.fna.gz
GCA_900444805.1,GCA_900444805.1.fna.gz
GCA_938014305.1,GCA_938014305.1.fna.gz
GCA_016027035.1,GCA_016027035.1.fna.gz
GCA_902385705.1,GCA_902385705.1.fna.gz
GCA_000182645.1,GCA_000182645.1.fna.gz
GCA_902373815.1,GCA_902373815.1.fna.gz
GCA_021245885.1,GCA_021245885.1.fna.gz
GCA_905373485.1,GCA_905373485.1.fna.gz
GCA_015243435.1,GCA_015243435.1.fna.gz
GCA_915062975.1,GCA_915062975.1.fna.gz
GCA_937930255.1,GCA_937930255.1.fna.gz
GCA_900314805.1,GCA_900314805.1.fna.gz
GCA_000463385.1,GCA_000463385.1.fna.gz
GCA_013813205.1,GCA_013813205.1.fna.gz
GCA_016403265.1,GCA_016403265.1.fna.gz
GCA_016756115.1,GCA_016756115.1.fna.gz
GCA_014226885.1,GCA_014226885.1.fna.gz
GCA_943325945.2,GCA_943325945.2.fna.gz
GCA_020736645.1,GCA_020736645.1.fna.gz
GCA_013378355.1,GCA_013378355.1.fna.gz
GCA_016881645.1,GCA_016881645.1.fna.gz
GCA_015276765.1,GCA_015276765.1.fna.gz
GCA_000763495.1,GCA_000763495.1.fna.gz
GCA_018884125.1,GCA_018884125.1.fna.gz
GCA_020297605.1,GCA_020297605.1.fna.gz
GCA_900638335.1,GCA_900638335.1.fna.gz
GCA_000231215.1,GCA_000231215.1.fna.gz
GCA_017298955.1,GCA_017298955.1.fna.gz
GCA_000612765.1,GCA_000612765.1.fna.gz
GCA_900002505.1,GCA_900002505.1.fna.gz
GCA_000013125.1,GCA_000013125.1.fna.gz
GCA_018672515.1,GCA_018672515.1.fna.gz
GCA_000987925.1,GCA_000987925.1.fna.gz
GCA_018106325.1,GCA_018106325.1.fna.gz
GCA_000833315.1,GCA_000833315.1.fna.gz
GCA_022179625.1,GCA_022179625.1.fna.gz
GCA_000026685.1,GCA_000026685.1.fna.gz
GCA_900639535.1,GCA_900639535.1.fna.gz
GCA_900087905.2,GCA_900087905.2.fna.gz
GCA_020843905.1,GCA_020843905.1.fna.gz
GCA_000277245.1,GCA_000277245.1.fna.gz
GCA_000742955.1,GCA_000742955.1.fna.gz
